Line;Errors;Warnings;sku;ean;sku_manufacturer;brand;manufacturer;mm_category_id;merchant_category;title;description;product_url;image_1;image_2;image_3;image_4;image_5;cross_sell_sku;Sample_SKU;manufacturer_pdf;product_information_pdf;repairability_index_pdf;product_instructions_pdf;safety_information_pdf;refrigeration_devices_information_pdf;eu_energy_efficiency_class_url;unit_count;unit_count_type;ParentSKU;parent_title;length;length_unit;width;width_unit;height;height_unit;weight;weight_unit;volume;volume_unit;light_output;light_output_unit;power;power_unit;voltage;voltage_unit;battery_life;battery_life_unit;amperage;amperage_unit;rotational_speed;rotational_speed_unit;max._flow_rate;max._flow_rate_unit;noise_level;noise_level_unit;pressure;pressure_unit;colour;finish;shape;ip_rating;cap_fitting;energy_efficiency_rating;size;connection_type;pipe_thread_size;working_width_/_diameter;working_width_/_diameter_unit;disc_/_blade_diameter;disc_/_blade_diameter_unit;coverage;coverage_unit;light_colour;center-to-center_distance;center-to-center_distance_unit;engine_capacity;engine_capacity_unit;number_of_seats;number_of_seats_unit;power_source;fixing_method;maximum_load;maximum_load_unit;power_supply;style;battery_technology;number_of_batteries;number_of_batteries_unit;range;range_unit;angle,_tilt;angle,_tilt_unit;pcs_per_pack;pcs_per_pack_unit;warranty;warranty_unit;availability_of_spare_parts;availability_of_spare_parts_unit;volume_in_litres;volume_in_litres_unit;tank/collection_capacity;tank/collection_capacity_unit;indoor_/_outdoor;type_of_electrical_installation;environmental_certification;type_of_power_connector;reparability_index;reparability_index_unit;paint_finish;colour_name;colour_code;battery_capacity;battery_capacity_unit;max._energy_efficiency_rating;min._energy_efficiency_rating;main_material;folding_thickness;folding_thickness_unit;folding_angle;folding_angle_unit;box_length;box_length_unit;box_width;box_width_unit;box_height;box_height_unit;screen_size_(in_inches);screen_size_(in_inches)_unit;product_price_vat_inc;sales;retail_price_vat_inc;eco_participation;min_quantity;increment;quantity_lower_bound_1;quantity_price_1;quantity_lower_bound_2;quantity_price_2;quantity_lower_bound_3;quantity_price_3;quantity;carrier_grid_1;carrier_grid_2;carrier_grid_3;carrier_grid_4;carrier_grid_5;carrier_grid_6;shipping_time_carrier_grid_1;shipping_time_carrier_grid_2;shipping_time_carrier_grid_3;shipping_time_carrier_grid_4;shipping_time_carrier_grid_5;shipping_time_carrier_grid_6;DisplayWeight
2231;;displayWeight is mandatory when use_grid is true;SMALL1000MM-10;5056061822292;SMALL1000MM-10;STORM TRADING GROUP;STORM TRADING GROUP;21306;;1000mm Small Bubble Wrap Rolls;"<p>Size: 1000mm (100cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 1 meter small bubble wrap rolls comes in standard 100 metres rolls and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/1000mm-small-bubble-wrap-rolls-1.jpg?v=1757672609;;;;;;;;;;;;;;;;1000mm-small-bubble-wrap-rolls;1000mm Small Bubble Wrap Rolls;100;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;235.58;;;;1;1;;;;;;;5000;UK Mainland;;;;;;3#5;;;;;;
2232;;displayWeight is mandatory when use_grid is true;SMALL750MM-10M;5056061822308;SMALL750MM-10M;STORM TRADING GROUP;STORM TRADING GROUP;21306;;750mm Small Bubble Wrap Rolls;"<p>Size: 750mm (75cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 750mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/750mm-small-bubble-wrap-rolls-1.jpg?v=1757671548;;;;;;;;;;;;;;;;750mm-small-bubble-wrap-rolls;750mm Small Bubble Wrap Rolls;10;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.65;;;;1;1;;;;;;;5000;UK Mainland;;;;;;3#5;;;;;;
2233;;displayWeight is mandatory when use_grid is true;SMALL750MM-50M;5056061822315;SMALL750MM-50M;STORM TRADING GROUP;STORM TRADING GROUP;21306;;750mm Small Bubble Wrap Rolls;"<p>Size: 750mm (75cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 750mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/600mm-small-bubble-wrap-rolls-3_c9f0e018-9f4e-488d-bcaa-7c9b6d832d75.jpg?v=1757671549;;;;;;;;;;;;;;;;750mm-small-bubble-wrap-rolls;750mm Small Bubble Wrap Rolls;50;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.78;;;;1;1;;;;;;;5000;UK Mainland;;;;;;3#5;;;;;;
2234;;displayWeight is mandatory when use_grid is true;SMALL750MM-100M;5056061822322;SMALL750MM-100M;STORM TRADING GROUP;STORM TRADING GROUP;21306;;750mm Small Bubble Wrap Rolls;"<p>Size: 750mm (75cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 750mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/500mm-small-bubble-wrap-rolls-2_bb165398-ebe8-44e5-bf73-351bef9f25d0.jpg?v=1757671548;;;;;;;;;;;;;;;;750mm-small-bubble-wrap-rolls;750mm Small Bubble Wrap Rolls;100;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.29;;;;1;1;;;;;;;4999;UK Mainland;;;;;;3#5;;;;;;
2235;;displayWeight is mandatory when use_grid is true;SMALL750MM-2;5056061822339;SMALL750MM-2;STORM TRADING GROUP;STORM TRADING GROUP;21306;;750mm Small Bubble Wrap Rolls;"<p>Size: 750mm (75cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 750mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/750mm-small-bubble-wrap-rolls-1.jpg?v=1757671548;;;;;;;;;;;;;;;;750mm-small-bubble-wrap-rolls;750mm Small Bubble Wrap Rolls;100;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.47;;;;1;1;;;;;;;4826;UK Mainland;;;;;;3#5;;;;;;
2236;;displayWeight is mandatory when use_grid is true;SMALL750MM-4;5056061822346;SMALL750MM-4;STORM TRADING GROUP;STORM TRADING GROUP;21306;;750mm Small Bubble Wrap Rolls;"<p>Size: 750mm (75cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 750mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/750mm-small-bubble-wrap-rolls-1.jpg?v=1757671548;;;;;;;;;;;;;;;;750mm-small-bubble-wrap-rolls;750mm Small Bubble Wrap Rolls;100;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66.22;;;;1;1;;;;;;;4933;UK Mainland;;;;;;3#5;;;;;;
2237;;displayWeight is mandatory when use_grid is true;SMALL750MM-6;5056061822353;SMALL750MM-6;STORM TRADING GROUP;STORM TRADING GROUP;21306;;750mm Small Bubble Wrap Rolls;"<p>Size: 750mm (75cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 750mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/750mm-small-bubble-wrap-rolls-1.jpg?v=1757671548;;;;;;;;;;;;;;;;750mm-small-bubble-wrap-rolls;750mm Small Bubble Wrap Rolls;100;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98.47;;;;1;1;;;;;;;4978;UK Mainland;;;;;;3#5;;;;;;
2238;;displayWeight is mandatory when use_grid is true;SMALL750MM-8;5056061822360;SMALL750MM-8;STORM TRADING GROUP;STORM TRADING GROUP;21306;;750mm Small Bubble Wrap Rolls;"<p>Size: 750mm (75cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 750mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/750mm-small-bubble-wrap-rolls-1.jpg?v=1757671548;;;;;;;;;;;;;;;;750mm-small-bubble-wrap-rolls;750mm Small Bubble Wrap Rolls;100;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;137.05000000000001;;;;1;1;;;;;;;5000;UK Mainland;;;;;;3#5;;;;;;
2239;;displayWeight is mandatory when use_grid is true;SMALL750MM-10;5056061822377;SMALL750MM-10;STORM TRADING GROUP;STORM TRADING GROUP;21306;;750mm Small Bubble Wrap Rolls;"<p>Size: 750mm (75cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 750mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/750mm-small-bubble-wrap-rolls-1.jpg?v=1757671548;;;;;;;;;;;;;;;;750mm-small-bubble-wrap-rolls;750mm Small Bubble Wrap Rolls;100;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;168.7;;;;1;1;;;;;;;5000;UK Mainland;;;;;;3#5;;;;;;
2240;;displayWeight is mandatory when use_grid is true;SMALL750MM-20;5056061822384;SMALL750MM-20;STORM TRADING GROUP;STORM TRADING GROUP;21306;;750mm Small Bubble Wrap Rolls;"<p>Size: 750mm (75cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 750mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/750mm-small-bubble-wrap-rolls-1.jpg?v=1757671548;;;;;;;;;;;;;;;;750mm-small-bubble-wrap-rolls;750mm Small Bubble Wrap Rolls;100;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;335.71;;;;1;1;;;;;;;5000;UK Mainland;;;;;;3#5;;;;;;
2241;;displayWeight is mandatory when use_grid is true;SMALL750MM-30;5056061822391;SMALL750MM-30;STORM TRADING GROUP;STORM TRADING GROUP;21306;;750mm Small Bubble Wrap Rolls;"<p>Size: 750mm (75cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 750mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/750mm-small-bubble-wrap-rolls-1.jpg?v=1757671548;;;;;;;;;;;;;;;;750mm-small-bubble-wrap-rolls;750mm Small Bubble Wrap Rolls;100;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490.08;;;;1;1;;;;;;;5000;UK Mainland;;;;;;3#5;;;;;;
2242;;displayWeight is mandatory when use_grid is true;SMALL600MM-10M;5056061822407;SMALL600MM-10M;STORM TRADING GROUP;STORM TRADING GROUP;21306;;600mm Small Bubble Wrap Rolls;"<p>Size: 600mm (60cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 600mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/600mm-small-bubble-wrap-rolls-1.jpg?v=1757671156;;;;;;;;;;;;;;;;600mm-small-bubble-wrap-rolls;600mm Small Bubble Wrap Rolls;10;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.6;;;;1;1;;;;;;;5000;UK Mainland;;;;;;3#5;;;;;;
2243;;displayWeight is mandatory when use_grid is true;SMALL600MM-50M;5056061822414;SMALL600MM-50M;STORM TRADING GROUP;STORM TRADING GROUP;21306;;600mm Small Bubble Wrap Rolls;"<p>Size: 600mm (60cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 600mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/600mm-small-bubble-wrap-rolls-2.jpg?v=1757671157;;;;;;;;;;;;;;;;600mm-small-bubble-wrap-rolls;600mm Small Bubble Wrap Rolls;50;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.43;;;;1;1;;;;;;;5000;UK Mainland;;;;;;3#5;;;;;;
2244;;displayWeight is mandatory when use_grid is true;SMALL600MM-100M;5056061822421;SMALL600MM-100M;STORM TRADING GROUP;STORM TRADING GROUP;21306;;600mm Small Bubble Wrap Rolls;"<p>Size: 600mm (60cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 600mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/600mm-small-bubble-wrap-rolls-3.jpg?v=1757671156;;;;;;;;;;;;;;;;600mm-small-bubble-wrap-rolls;600mm Small Bubble Wrap Rolls;100;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.420000000000002;;;;1;1;;;;;;;5000;UK Mainland;;;;;;3#5;;;;;;
2245;;displayWeight is mandatory when use_grid is true;SMALL600MM-2;5056061822438;SMALL600MM-2;STORM TRADING GROUP;STORM TRADING GROUP;21306;;600mm Small Bubble Wrap Rolls;"<p>Size: 600mm (60cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 600mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/600mm-small-bubble-wrap-rolls-1.jpg?v=1757671156;;;;;;;;;;;;;;;;600mm-small-bubble-wrap-rolls;600mm Small Bubble Wrap Rolls;100;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.03;;;;1;1;;;;;;;4995;UK Mainland;;;;;;3#5;;;;;;
2246;;displayWeight is mandatory when use_grid is true;SMALL600MM-4;5056061822445;SMALL600MM-4;STORM TRADING GROUP;STORM TRADING GROUP;21306;;600mm Small Bubble Wrap Rolls;"<p>Size: 600mm (60cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 600mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/600mm-small-bubble-wrap-rolls-1.jpg?v=1757671156;;;;;;;;;;;;;;;;600mm-small-bubble-wrap-rolls;600mm Small Bubble Wrap Rolls;100;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66.150000000000006;;;;1;1;;;;;;;4990;UK Mainland;;;;;;3#5;;;;;;
2247;;displayWeight is mandatory when use_grid is true;SMALL600MM-8;5056061822452;SMALL600MM-8;STORM TRADING GROUP;STORM TRADING GROUP;21306;;600mm Small Bubble Wrap Rolls;"<p>Size: 600mm (60cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 600mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/600mm-small-bubble-wrap-rolls-1.jpg?v=1757671156;;;;;;;;;;;;;;;;600mm-small-bubble-wrap-rolls;600mm Small Bubble Wrap Rolls;100;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131.77000000000001;;;;1;1;;;;;;;5000;UK Mainland;;;;;;3#5;;;;;;
2248;;displayWeight is mandatory when use_grid is true;SMALL600MM-12;5056061822469;SMALL600MM-12;STORM TRADING GROUP;STORM TRADING GROUP;21306;;600mm Small Bubble Wrap Rolls;"<p>Size: 600mm (60cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 600mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/600mm-small-bubble-wrap-rolls-1.jpg?v=1757671156;;;;;;;;;;;;;;;;600mm-small-bubble-wrap-rolls;600mm Small Bubble Wrap Rolls;100;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;178.46;;;;1;1;;;;;;;4999;UK Mainland;;;;;;3#5;;;;;;
2249;;displayWeight is mandatory when use_grid is true;SMALL500MM-10M;5056061822476;SMALL500MM-10M;STORM TRADING GROUP;STORM TRADING GROUP;21306;;500mm Small Bubble Wrap Rolls;"<p>Size: 500mm (50cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 500mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/500mm-small-bubble-wrap-rolls-1.jpg?v=1757671059;;;;;;;;;;;;;;;;500mm-small-bubble-wrap-rolls;500mm Small Bubble Wrap Rolls;10;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.6;;;;1;1;;;;;;;5000;UK Mainland;;;;;;3#5;;;;;;
2250;;displayWeight is mandatory when use_grid is true;SMALL500MM-50M;5056061822483;SMALL500MM-50M;STORM TRADING GROUP;STORM TRADING GROUP;21306;;500mm Small Bubble Wrap Rolls;"<p>Size: 500mm (50cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 500mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/500mm-small-bubble-wrap-rolls-3.jpg?v=1757671059;;;;;;;;;;;;;;;;500mm-small-bubble-wrap-rolls;500mm Small Bubble Wrap Rolls;50;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.08;;;;1;1;;;;;;;4991;UK Mainland;;;;;;3#5;;;;;;
2251;;displayWeight is mandatory when use_grid is true;SMALL500MM-100M;5056061822490;SMALL500MM-100M;STORM TRADING GROUP;STORM TRADING GROUP;21306;;500mm Small Bubble Wrap Rolls;"<p>Size: 500mm (50cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 500mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/500mm-small-bubble-wrap-rolls-2.jpg?v=1757671059;;;;;;;;;;;;;;;;500mm-small-bubble-wrap-rolls;500mm Small Bubble Wrap Rolls;100;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.09;;;;1;1;;;;;;;4601;UK Mainland;;;;;;3#5;;;;;;
2252;;displayWeight is mandatory when use_grid is true;SMALL500MM-2;5056061822506;SMALL500MM-2;STORM TRADING GROUP;STORM TRADING GROUP;21306;;500mm Small Bubble Wrap Rolls;"<p>Size: 500mm (50cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 500mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/500mm-small-bubble-wrap-rolls-1.jpg?v=1757671059;;;;;;;;;;;;;;;;500mm-small-bubble-wrap-rolls;500mm Small Bubble Wrap Rolls;100;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.78;;;;1;1;;;;;;;5000;UK Mainland;;;;;;3#5;;;;;;
2253;;displayWeight is mandatory when use_grid is true;SMALL500MM-3;5056061822513;SMALL500MM-3;STORM TRADING GROUP;STORM TRADING GROUP;21306;;500mm Small Bubble Wrap Rolls;"<p>Size: 500mm (50cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 500mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/500mm-small-bubble-wrap-rolls-1.jpg?v=1757671059;;;;;;;;;;;;;;;;500mm-small-bubble-wrap-rolls;500mm Small Bubble Wrap Rolls;100;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.03;;;;1;1;;;;;;;5000;UK Mainland;;;;;;3#5;;;;;;
2254;;displayWeight is mandatory when use_grid is true;SMALL500MM-6;5056061822520;SMALL500MM-6;STORM TRADING GROUP;STORM TRADING GROUP;21306;;500mm Small Bubble Wrap Rolls;"<p>Size: 500mm (50cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 500mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/500mm-small-bubble-wrap-rolls-1.jpg?v=1757671059;;;;;;;;;;;;;;;;500mm-small-bubble-wrap-rolls;500mm Small Bubble Wrap Rolls;100;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70.66;;;;1;1;;;;;;;5000;UK Mainland;;;;;;3#5;;;;;;
2255;;displayWeight is mandatory when use_grid is true;SMALL500MM-9;5056061822537;SMALL500MM-9;STORM TRADING GROUP;STORM TRADING GROUP;21306;;500mm Small Bubble Wrap Rolls;"<p>Size: 500mm (50cm) Wide </p>
<p>Bubble Diameter: 10mm</p>
<p>Our 500mm wide bubble wrap rolls comes in a range of lengths from 10 meters to 100 metres and are available in multiple roll packs. This is multi purpose high quality UK manufactured bubble wrap suitable for surface protection, cushioning and for providing protection for goods in transit.</p>";;https://cdn.shopify.com/s/files/1/0919/8400/3399/files/500mm-small-bubble-wrap-rolls-1.jpg?v=1757671059;;;;;;;;;;;;;;;;500mm-small-bubble-wrap-rolls;500mm Small Bubble Wrap Rolls;100;m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;Count;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108.44;;;;1;1;;;;;;;5000;UK Mainland;;;;;;3#5;;;;;;
